Country,Continent,Risk Score,Advisory Message,Last Updated,Source,Recommendation,Details
Bermuda,,2.5,Bermuda has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Bermuda.,8/13/2024 8:21,https://www.travel-advisory.info/bermuda,Travel with Caution,Bermuda has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Bermuda.
Brunei,AS,3,Brunei has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Brunei.,8/13/2024 8:21,https://www.travel-advisory.info/brunei,Travel with Caution,Brunei has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Brunei.
Bolivia,SA,3.2,Bolivia has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Bolivia.,8/13/2024 8:21,https://www.travel-advisory.info/bolivia,Travel with Caution,Bolivia has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Bolivia.
Brazil,SA,3.1,Brazil has a current risk level of 3.1 (out of 5). We advise: Use some caution when travelling Brazil.,8/13/2024 8:21,https://www.travel-advisory.info/brazil,Travel with Caution,Brazil has a current risk level of 3.1 (out of 5). We advise: Use some caution when travelling Brazil.
Bahamas,,3,Bahamas has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Bahamas.,8/13/2024 8:21,https://www.travel-advisory.info/bahamas,Travel with Caution,Bahamas has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Bahamas.
Bhutan,AS,3,Bhutan has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Bhutan.,8/13/2024 8:21,https://www.travel-advisory.info/bhutan,Travel with Caution,Bhutan has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Bhutan.
Botswana,AF,3,Botswana has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Botswana.,8/13/2024 8:21,https://www.travel-advisory.info/botswana,Travel with Caution,Botswana has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Botswana.
Belarus,EU,4.9,Belarus has a current risk level of 4.9 (out of 5). We advise: It is not safe to travel Belarus.,8/13/2024 8:21,https://www.travel-advisory.info/belarus,Not Recommended for Travel,Belarus has a current risk level of 4.9 (out of 5). We advise: It is not safe to travel Belarus.
Belize,,3,Belize has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Belize.,8/13/2024 8:21,https://www.travel-advisory.info/belize,Travel with Caution,Belize has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Belize.
Canada,,2.8,Canada has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Canada.,8/13/2024 8:21,https://www.travel-advisory.info/canada,Travel with Caution,Canada has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Canada.
Cocos Islands,SA,0,Cocos Islands has a current risk level of 0 (out of 5). We advise: Travelling Cocos Islands is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/cocos-islands,Safe to Travel,Cocos Islands has a current risk level of 0 (out of 5). We advise: Travelling Cocos Islands is (relatively) safe.
Democratic Republic of the Congo,AF,3.7,Democratic Republic of the Congo has a current risk level of 3.7 (out of 5). We advise: Please reconsider your need to travel to Democratic Republic of the Congo.,8/13/2024 8:21,https://www.travel-advisory.info/democratic-republic-of-the-congo,Travel with Caution,Democratic Republic of the Congo has a current risk level of 3.7 (out of 5). We advise: Please reconsider your need to travel to Democratic Republic of the Congo.
Central African Republic,AF,5,Central African Republic has a current risk level of 5 (out of 5). We advise: It is not safe to travel Central African Republic.,8/13/2024 8:21,https://www.travel-advisory.info/central-african-republic,Not Recommended for Travel,Central African Republic has a current risk level of 5 (out of 5). We advise: It is not safe to travel Central African Republic.
Republic of the Congo,AF,2.7,Republic of the Congo has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Republic of the Congo.,8/13/2024 8:21,https://www.travel-advisory.info/republic-of-the-congo,Travel with Caution,Republic of the Congo has a current risk level of 2.7 (out of 5). We advise: Use some caution when travelling Republic of the Congo.
Switzerland,EU,4,Switzerland has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Switzerland.,8/13/2024 8:21,https://www.travel-advisory.info/switzerland,Not Recommended for Travel,Switzerland has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Switzerland.
Ivory Coast,AF,3.3,Ivory Coast has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Ivory Coast.,8/13/2024 8:21,https://www.travel-advisory.info/ivory-coast,Travel with Caution,Ivory Coast has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Ivory Coast.
Cook Islands,OC,5,Cook Islands has a current risk level of 5 (out of 5). We advise: It is not safe to travel Cook Islands.,8/13/2024 8:21,https://www.travel-advisory.info/cook-islands,Not Recommended for Travel,Cook Islands has a current risk level of 5 (out of 5). We advise: It is not safe to travel Cook Islands.
Chile,SA,3.3,Chile has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Chile.,8/13/2024 8:21,https://www.travel-advisory.info/chile,Travel with Caution,Chile has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Chile.
Cameroon,AF,3.2,Cameroon has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Cameroon.,8/13/2024 8:21,https://www.travel-advisory.info/cameroon,Travel with Caution,Cameroon has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Cameroon.
China,AS,3.4,China has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling China.,8/13/2024 8:21,https://www.travel-advisory.info/china,Travel with Caution,China has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling China.
Colombia,SA,3.3,Colombia has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Colombia.,8/13/2024 8:21,https://www.travel-advisory.info/colombia,Travel with Caution,Colombia has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Colombia.
Costa Rica,,3.3,Costa Rica has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Costa Rica.,8/13/2024 8:21,https://www.travel-advisory.info/costa-rica,Travel with Caution,Costa Rica has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Costa Rica.
Cuba,,2.8,Cuba has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Cuba.,8/13/2024 8:21,https://www.travel-advisory.info/cuba,Travel with Caution,Cuba has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Cuba.
Cape Verde,AF,2.5,Cape Verde has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Cape Verde.,8/13/2024 8:21,https://www.travel-advisory.info/cape-verde,Travel with Caution,Cape Verde has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Cape Verde.
Christmas Island,OC,0,Christmas Island has a current risk level of 0 (out of 5). We advise: Travelling Christmas Island is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/christmas-island,Safe to Travel,Christmas Island has a current risk level of 0 (out of 5). We advise: Travelling Christmas Island is (relatively) safe.
Cyprus,EU,3,Cyprus has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Cyprus.,8/13/2024 8:21,https://www.travel-advisory.info/cyprus,Travel with Caution,Cyprus has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Cyprus.
Czech Republic,EU,3.2,Czech Republic has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Czech Republic.,8/13/2024 8:21,https://www.travel-advisory.info/czech-republic,Travel with Caution,Czech Republic has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Czech Republic.
Germany,EU,3,Germany has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Germany.,8/13/2024 8:21,https://www.travel-advisory.info/germany,Travel with Caution,Germany has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Germany.
Djibouti,AF,3.2,Djibouti has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Djibouti.,8/13/2024 8:21,https://www.travel-advisory.info/djibouti,Travel with Caution,Djibouti has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Djibouti.
Denmark,EU,3.2,Denmark has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Denmark.,8/13/2024 8:21,https://www.travel-advisory.info/denmark,Travel with Caution,Denmark has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Denmark.
Dominica,,2.5,Dominica has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Dominica.,8/13/2024 8:21,https://www.travel-advisory.info/dominica,Travel with Caution,Dominica has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Dominica.
Dominican Republic,,3,Dominican Republic has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Dominican Republic.,8/13/2024 8:21,https://www.travel-advisory.info/dominican-republic,Travel with Caution,Dominican Republic has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Dominican Republic.
Algeria,AF,3,Algeria has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Algeria.,8/13/2024 8:21,https://www.travel-advisory.info/algeria,Travel with Caution,Algeria has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Algeria.
Ecuador,SA,3.3,Ecuador has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Ecuador.,8/13/2024 8:21,https://www.travel-advisory.info/ecuador,Travel with Caution,Ecuador has a current risk level of 3.3 (out of 5). We advise: Use some caution when travelling Ecuador.
Estonia,EU,2.6,Estonia has a current risk level of 2.6 (out of 5). We advise: Use some caution when travelling Estonia.,8/13/2024 8:21,https://www.travel-advisory.info/estonia,Travel with Caution,Estonia has a current risk level of 2.6 (out of 5). We advise: Use some caution when travelling Estonia.
Egypt,AF,3.4,Egypt has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Egypt.,8/13/2024 8:21,https://www.travel-advisory.info/egypt,Travel with Caution,Egypt has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Egypt.
Western Sahara,AF,0,Western Sahara has a current risk level of 0 (out of 5). We advise: Travelling Western Sahara is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/western-sahara,Safe to Travel,Western Sahara has a current risk level of 0 (out of 5). We advise: Travelling Western Sahara is (relatively) safe.
Eritrea,AF,3.2,Eritrea has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Eritrea.,8/13/2024 8:21,https://www.travel-advisory.info/eritrea,Travel with Caution,Eritrea has a current risk level of 3.2 (out of 5). We advise: Use some caution when travelling Eritrea.
Spain,EU,3,Spain has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Spain.,8/13/2024 8:21,https://www.travel-advisory.info/spain,Travel with Caution,Spain has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Spain.
Ethiopia,AF,3.5,Ethiopia has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Ethiopia.,8/13/2024 8:21,https://www.travel-advisory.info/ethiopia,Travel with Caution,Ethiopia has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Ethiopia.
Finland,EU,3,Finland has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Finland.,8/13/2024 8:21,https://www.travel-advisory.info/finland,Travel with Caution,Finland has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Finland.
Fiji,OC,3,Fiji has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Fiji.,8/13/2024 8:21,https://www.travel-advisory.info/fiji,Travel with Caution,Fiji has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Fiji.
Falkland Islands,SA,0,Falkland Islands has a current risk level of 0 (out of 5). We advise: Travelling Falkland Islands is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/falkland-islands,Safe to Travel,Falkland Islands has a current risk level of 0 (out of 5). We advise: Travelling Falkland Islands is (relatively) safe.
Micronesia,OC,1,Micronesia has a current risk level of 1 (out of 5). We advise: Travelling Micronesia is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/micronesia,Safe to Travel,Micronesia has a current risk level of 1 (out of 5). We advise: Travelling Micronesia is (relatively) safe.
Faroe Islands,EU,0,Faroe Islands has a current risk level of 0 (out of 5). We advise: Travelling Faroe Islands is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/faroe-islands,Safe to Travel,Faroe Islands has a current risk level of 0 (out of 5). We advise: Travelling Faroe Islands is (relatively) safe.
France,EU,3,France has a current risk level of 3 (out of 5). We advise: Use some caution when travelling France.,8/13/2024 8:21,https://www.travel-advisory.info/france,Travel with Caution,France has a current risk level of 3 (out of 5). We advise: Use some caution when travelling France.
Gabon,AF,3.5,Gabon has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Gabon.,8/13/2024 8:21,https://www.travel-advisory.info/gabon,Travel with Caution,Gabon has a current risk level of 3.5 (out of 5). We advise: Please reconsider your need to travel to Gabon.
United Kingdom,EU,3,United Kingdom has a current risk level of 3 (out of 5). We advise: Use some caution when travelling United Kingdom.,8/13/2024 8:21,https://www.travel-advisory.info/united-kingdom,Travel with Caution,United Kingdom has a current risk level of 3 (out of 5). We advise: Use some caution when travelling United Kingdom.
Grenada,,2.5,Grenada has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Grenada.,8/13/2024 8:21,https://www.travel-advisory.info/grenada,Travel with Caution,Grenada has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Grenada.
Georgia,AS,3,Georgia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Georgia.,8/13/2024 8:21,https://www.travel-advisory.info/georgia,Travel with Caution,Georgia has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Georgia.
French Guiana,SA,4,French Guiana has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to French Guiana.,8/13/2024 8:21,https://www.travel-advisory.info/french-guiana,Not Recommended for Travel,French Guiana has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to French Guiana.
Guernsey,EU,0,Guernsey has a current risk level of 0 (out of 5). We advise: Travelling Guernsey is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/guernsey,Safe to Travel,Guernsey has a current risk level of 0 (out of 5). We advise: Travelling Guernsey is (relatively) safe.
Ghana,AF,3.4,Ghana has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Ghana.,8/13/2024 8:21,https://www.travel-advisory.info/ghana,Travel with Caution,Ghana has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Ghana.
Gibraltar,EU,0,Gibraltar has a current risk level of 0 (out of 5). We advise: Travelling Gibraltar is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/gibraltar,Safe to Travel,Gibraltar has a current risk level of 0 (out of 5). We advise: Travelling Gibraltar is (relatively) safe.
Greenland,,0,Greenland has a current risk level of 0 (out of 5). We advise: Travelling Greenland is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/greenland,Safe to Travel,Greenland has a current risk level of 0 (out of 5). We advise: Travelling Greenland is (relatively) safe.
Gambia,AF,2.8,Gambia has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Gambia.,8/13/2024 8:21,https://www.travel-advisory.info/gambia,Travel with Caution,Gambia has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Gambia.
Guinea,AF,4,Guinea has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Guinea.,8/13/2024 8:21,https://www.travel-advisory.info/guinea,Not Recommended for Travel,Guinea has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Guinea.
Guadeloupe,,4,Guadeloupe has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Guadeloupe.,8/13/2024 8:21,https://www.travel-advisory.info/guadeloupe,Not Recommended for Travel,Guadeloupe has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Guadeloupe.
Equatorial Guinea,AF,3,Equatorial Guinea has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Equatorial Guinea.,8/13/2024 8:21,https://www.travel-advisory.info/equatorial-guinea,Travel with Caution,Equatorial Guinea has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Equatorial Guinea.
Greece,EU,2.8,Greece has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Greece.,8/13/2024 8:21,https://www.travel-advisory.info/greece,Travel with Caution,Greece has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Greece.
South Georgia and the South Sandwich Islands,AN,0,South Georgia and the South Sandwich Islands has a current risk level of 0 (out of 5). We advise: Travelling South Georgia and the South Sandwich Islands is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/south-georgia-and-the-south-sandwich-islands,Safe to Travel,South Georgia and the South Sandwich Islands has a current risk level of 0 (out of 5). We advise: Travelling South Georgia and the South Sandwich Islands is (relatively) safe.
Guatemala,,3.4,Guatemala has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Guatemala.,8/13/2024 8:21,https://www.travel-advisory.info/guatemala,Travel with Caution,Guatemala has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Guatemala.
Guam,OC,4,Guam has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Guam.,8/13/2024 8:21,https://www.travel-advisory.info/guam,Not Recommended for Travel,Guam has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Guam.
Guinea-Bissau,AF,3,Guinea-Bissau has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Guinea-Bissau.,8/13/2024 8:21,https://www.travel-advisory.info/guinea-bissau,Travel with Caution,Guinea-Bissau has a current risk level of 3 (out of 5). We advise: Use some caution when travelling Guinea-Bissau.
Guyana,SA,4,Guyana has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Guyana.,8/13/2024 8:21,https://www.travel-advisory.info/guyana,Not Recommended for Travel,Guyana has a current risk level of 4 (out of 5). We advise: Please reconsider your need to travel to Guyana.
Hong Kong,AS,3.6,Hong Kong has a current risk level of 3.6 (out of 5). We advise: Please reconsider your need to travel to Hong Kong.,8/13/2024 8:21,https://www.travel-advisory.info/hong-kong,Travel with Caution,Hong Kong has a current risk level of 3.6 (out of 5). We advise: Please reconsider your need to travel to Hong Kong.
Honduras,,3.4,Honduras has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Honduras.,8/13/2024 8:21,https://www.travel-advisory.info/honduras,Travel with Caution,Honduras has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Honduras.
Croatia,EU,2.8,Croatia has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Croatia.,8/13/2024 8:21,https://www.travel-advisory.info/croatia,Travel with Caution,Croatia has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Croatia.
Haiti,,4.8,Haiti has a current risk level of 4.8 (out of 5). We advise: It is not safe to travel Haiti.,8/13/2024 8:21,https://www.travel-advisory.info/haiti,Not Recommended for Travel,Haiti has a current risk level of 4.8 (out of 5). We advise: It is not safe to travel Haiti.
Hungary,EU,2.8,Hungary has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Hungary.,8/13/2024 8:21,https://www.travel-advisory.info/hungary,Travel with Caution,Hungary has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Hungary.
Indonesia,AS,3.4,Indonesia has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Indonesia.,8/13/2024 8:21,https://www.travel-advisory.info/indonesia,Travel with Caution,Indonesia has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling Indonesia.
Ireland,EU,2.5,Ireland has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Ireland.,8/13/2024 8:21,https://www.travel-advisory.info/ireland,Travel with Caution,Ireland has a current risk level of 2.5 (out of 5). We advise: Use some caution when travelling Ireland.
Israel,AS,4.2,Israel has a current risk level of 4.2 (out of 5). We advise: Please reconsider your need to travel to Israel.,8/13/2024 8:21,https://www.travel-advisory.info/israel,Not Recommended for Travel,Israel has a current risk level of 4.2 (out of 5). We advise: Please reconsider your need to travel to Israel.
Isle of Man,EU,0,Isle of Man has a current risk level of 0 (out of 5). We advise: Travelling Isle of Man is (relatively) safe.,8/13/2024 8:21,https://www.travel-advisory.info/isle-of-man,Safe to Travel,Isle of Man has a current risk level of 0 (out of 5). We advise: Travelling Isle of Man is (relatively) safe.
India,AS,3.4,India has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling India.,8/13/2024 8:21,https://www.travel-advisory.info/india,Travel with Caution,India has a current risk level of 3.4 (out of 5). We advise: Use some caution when travelling India.
Iraq,AS,4.8,Iraq has a current risk level of 4.8 (out of 5). We advise: It is not safe to travel Iraq.,8/13/2024 8:21,https://www.travel-advisory.info/iraq,Not Recommended for Travel,Iraq has a current risk level of 4.8 (out of 5). We advise: It is not safe to travel Iraq.
Iran,AS,4.5,Iran has a current risk level of 4.5 (out of 5). We advise: It is not safe to travel Iran.,8/13/2024 8:21,https://www.travel-advisory.info/iran,Not Recommended for Travel,Iran has a current risk level of 4.5 (out of 5). We advise: It is not safe to travel Iran.
Iceland,EU,2.8,Iceland has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Iceland.,8/13/2024 8:21,https://www.travel-advisory.info/iceland,Travel with Caution,Iceland has a current risk level of 2.8 (out of 5). We advise: Use some caution when travelling Iceland.
